Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
lower,1417,1055,1102,891,27.78,12.58,3.1517,3.0237
lowercase,2,2,1,1,0.04,0.02,0.4771,0.4771
lowered,93,88,92,87,1.82,1.05,1.9731,1.9494
lowering,59,53,51,47,1.16,0.63,1.7782,1.7324
lowers,49,41,43,36,0.96,0.49,1.6990,1.6232
Lowery,7,3,0,0,0.14,0.04,0.9031,0.6021
lowest,225,188,211,181,4.41,2.24,2.3541,2.2765
lowing,8,4,8,4,0.16,0.05,0.9542,0.6990
lowland,6,6,4,4,0.12,0.07,0.8451,0.8451
Lowlander,2,2,0,0,0.04,0.02,0.4771,0.4771
lowlands,4,3,2,2,0.08,0.04,0.6990,0.6021
lowliest,8,7,7,6,0.16,0.08,0.9542,0.9031
lowlife,105,91,101,88,2.06,1.08,2.0253,1.9638
lowlifes,24,19,24,19,0.47,0.23,1.3979,1.3010
lowly,87,66,84,64,1.71,0.79,1.9445,1.8261
lowness,3,3,2,2,0.06,0.04,0.6021,0.6021
Lowrie,6,2,0,0,0.12,0.02,0.8451,0.4771
Lowry,41,9,1,1,0.80,0.11,1.6232,1.0000
lows,29,28,26,25,0.57,0.33,1.4771,1.4624
lox,46,31,38,29,0.90,0.37,1.6721,1.5051
Loy,23,10,2,2,0.45,0.12,1.3802,1.0414
loyal,612,467,592,456,12.00,5.57,2.7875,2.6702
Loyalist,9,9,4,4,0.18,0.11,1.0000,1.0000
loyalists,5,4,4,3,0.10,0.05,0.7782,0.6990
loyally,10,10,10,10,0.20,0.12,1.0414,1.0414
loyalties,41,39,40,38,0.80,0.46,1.6232,1.6021
loyalty,595,437,543,408,11.67,5.21,2.7752,2.6415
lozenge,8,7,7,7,0.16,0.08,0.9542,0.9031
lozenges,8,4,8,4,0.16,0.05,0.9542,0.6990
Lp,62,46,1,1,1.22,0.55,1.7993,1.6721
lr,12,8,6,3,0.24,0.10,1.1139,0.9542
ls,4967,1122,4801,1052,97.39,13.38,3.6962,3.0504
Lst,6,5,2,2,0.12,0.06,0.8451,0.7782
Lt,1396,568,534,258,27.37,6.77,3.1452,2.7551
Lu,100,33,9,2,1.96,0.39,2.0043,1.5315
luau,79,33,61,29,1.55,0.39,1.9031,1.5315
lub,3,2,3,2,0.06,0.02,0.6021,0.4771
lubber,5,4,3,3,0.10,0.05,0.7782,0.6990
lubberly,2,2,2,2,0.04,0.02,0.4771,0.4771
lubbers,3,2,3,2,0.06,0.02,0.6021,0.4771
lube,35,28,28,24,0.69,0.33,1.5563,1.4624
lubed,4,4,4,4,0.08,0.05,0.6990,0.6990
lubricant,35,27,34,27,0.69,0.32,1.5563,1.4472
lubricants,6,5,6,5,0.12,0.06,0.8451,0.7782
lubricate,8,8,8,8,0.16,0.10,0.9542,0.9542
lubricated,18,14,17,13,0.35,0.17,1.2788,1.1761
lubricates,2,2,1,1,0.04,0.02,0.4771,0.4771
lubricating,4,4,4,4,0.08,0.05,0.6990,0.6990
lubrication,13,10,11,9,0.25,0.12,1.1461,1.0414
lubricator,3,3,2,2,0.06,0.04,0.6021,0.6021
Lucan,2,2,0,0,0.04,0.02,0.4771,0.4771
Luce,97,27,1,1,1.90,0.32,1.9912,1.4472
Lucent,5,3,1,1,0.10,0.04,0.7782,0.6021
Lucerne,24,2,0,0,0.47,0.02,1.3979,0.4771
Lucia,187,48,1,1,3.67,0.57,2.2742,1.6902
Lucian,7,3,0,0,0.14,0.04,0.9031,0.6021
lucid,65,54,64,54,1.27,0.64,1.8195,1.7404
lucidity,14,13,13,12,0.27,0.15,1.1761,1.1461
Lucifer,88,39,0,0,1.73,0.46,1.9494,1.6021
Lucille,289,90,0,0,5.67,1.07,2.4624,1.9590
Lucite,8,7,1,1,0.16,0.08,0.9542,0.9031
luck,7840,3874,7609,3815,153.73,46.19,3.8944,3.5883
lucked,47,42,44,40,0.92,0.50,1.6812,1.6335
luckier,48,47,44,43,0.94,0.56,1.6902,1.6812
luckies,2,2,1,1,0.04,0.02,0.4771,0.4771
luckiest,126,115,120,110,2.47,1.37,2.1038,2.0645
Luckily,326,294,74,69,6.39,3.51,2.5145,2.4698
lucking,3,3,2,2,0.06,0.04,0.6021,0.6021
luckless,2,2,2,2,0.04,0.02,0.4771,0.4771
lucks,5,4,4,3,0.10,0.05,0.7782,0.6990
lucky,7316,3874,6089,3550,143.45,46.19,3.8643,3.5883
lucrative,66,62,64,60,1.29,0.74,1.8261,1.7993
lucre,6,6,6,6,0.12,0.07,0.8451,0.8451
Lucy,2132,310,2,1,41.80,3.70,3.3290,2.4928
Lud,9,3,0,0,0.18,0.04,1.0000,0.6021
Luddite,5,5,1,1,0.10,0.06,0.7782,0.7782
ludicrous,84,72,77,69,1.65,0.86,1.9294,1.8633
ludicrously,4,4,4,4,0.08,0.05,0.6990,0.6990
Ludo,24,2,0,0,0.47,0.02,1.3979,0.4771
Ludwig,124,32,0,0,2.43,0.38,2.0969,1.5185
luff,3,3,3,3,0.06,0.04,0.6021,0.6021
luffing,3,3,3,3,0.06,0.04,0.6021,0.6021
lug,132,104,118,99,2.59,1.24,2.1239,2.0212
luge,13,10,11,9,0.25,0.12,1.1461,1.0414
Luger,53,23,0,0,1.04,0.27,1.7324,1.3802
luggage,567,374,548,366,11.12,4.46,2.7543,2.5740
lugged,9,8,9,8,0.18,0.10,1.0000,0.9542
lugger,4,3,4,3,0.08,0.04,0.6990,0.6021
lugging,27,27,25,25,0.53,0.32,1.4472,1.4472
lugs,13,12,13,12,0.25,0.14,1.1461,1.1139
lugubrious,3,3,3,3,0.06,0.04,0.6021,0.6021
lugubriousness,2,2,2,2,0.04,0.02,0.4771,0.4771
Luke,3071,390,2,2,60.22,4.65,3.4874,2.5922
lukewarm,24,20,23,19,0.47,0.24,1.3979,1.3222
lull,60,46,57,44,1.18,0.55,1.7853,1.6721
lullabies,9,7,9,7,0.18,0.08,1.0000,0.9031
lullaby,88,66,67,56,1.73,0.79,1.9494,1.8261
lulled,11,9,10,8,0.22,0.11,1.0792,1.0000
lulling,8,8,5,5,0.16,0.10,0.9542,0.9542
lulls,12,11,12,11,0.24,0.13,1.1139,1.0792
Lully,3,1,0,0,0.06,0.01,0.6021,0.3010
Lulu,254,85,20,20,4.98,1.01,2.4065,1.9345
Lum,22,10,6,4,0.43,0.12,1.3617,1.0414
lumbago,11,7,7,5,0.22,0.08,1.0792,0.9031
lumbar,52,43,47,40,1.02,0.51,1.7243,1.6435
lumber,126,83,105,74,2.47,0.99,2.1038,1.9243
lumbered,3,3,3,3,0.06,0.04,0.6021,0.6021
lumbering,12,11,9,9,0.24,0.13,1.1139,1.0792
lumberjack,28,25,24,21,0.55,0.30,1.4624,1.4150
lumberjacks,13,11,11,10,0.25,0.13,1.1461,1.0792
lumbers,2,2,2,2,0.04,0.02,0.4771,0.4771
lumberyard,9,9,9,9,0.18,0.11,1.0000,1.0000
lumen,3,3,3,3,0.06,0.04,0.6021,0.6021
Lumina,7,5,2,1,0.14,0.06,0.9031,0.7782
Luminal,5,2,0,0,0.10,0.02,0.7782,0.4771
luminaries,5,5,5,5,0.10,0.06,0.7782,0.7782
luminary,5,4,5,4,0.10,0.05,0.7782,0.6990
luminescence,4,4,4,4,0.08,0.05,0.6990,0.6990
luminescent,3,3,3,3,0.06,0.04,0.6021,0.6021
luminosity,2,2,2,2,0.04,0.02,0.4771,0.4771
luminous,39,35,34,31,0.76,0.42,1.6021,1.5563
lummox,14,14,13,13,0.27,0.17,1.1761,1.1761
Lummy,2,2,0,0,0.04,0.02,0.4771,0.4771
lump,181,149,177,147,3.55,1.78,2.2601,2.1761
lumpectomy,3,2,3,2,0.06,0.02,0.6021,0.4771
lumped,11,10,11,10,0.22,0.12,1.0792,1.0414
lumpiest,2,2,2,2,0.04,0.02,0.4771,0.4771
lumps,88,80,86,78,1.73,0.95,1.9494,1.9085
Lumpy,89,45,40,37,1.75,0.54,1.9542,1.6628
Luna,56,25,7,6,1.10,0.30,1.7559,1.4150
lunacy,51,43,45,42,1.00,0.51,1.7160,1.6435
lunar,105,47,73,32,2.06,0.56,2.0253,1.6812
lunars,2,1,2,1,0.04,0.01,0.4771,0.3010
Lunas,2,2,0,0,0.04,0.02,0.4771,0.4771
lunate,2,2,2,2,0.04,0.02,0.4771,0.4771
lunatic,433,345,414,335,8.49,4.11,2.6375,2.5391
lunatics,90,79,88,77,1.76,0.94,1.9590,1.9031
lunch,5310,2637,4997,2561,104.12,31.44,3.7252,3.4213
lunchbox,20,17,19,16,0.39,0.20,1.3222,1.2553
lunchboxes,2,2,2,2,0.04,0.02,0.4771,0.4771
lunched,4,4,3,3,0.08,0.05,0.6990,0.6990
luncheon,167,131,141,119,3.27,1.56,2.2253,2.1206
luncheonette,3,3,3,3,0.06,0.04,0.6021,0.6021
luncheons,12,11,11,10,0.24,0.13,1.1139,1.0792
lunches,130,104,127,103,2.55,1.24,2.1173,2.0212
lunching,29,27,27,25,0.57,0.32,1.4771,1.4472
lunchroom,17,13,16,13,0.33,0.15,1.2553,1.1461
lunchtime,125,107,100,88,2.45,1.28,2.1004,2.0334
Lune,8,8,2,2,0.16,0.10,0.9542,0.9542
lung,420,239,305,210,8.24,2.85,2.6243,2.3802
lunge,24,16,20,14,0.47,0.19,1.3979,1.2304
lunged,10,8,9,7,0.20,0.10,1.0414,0.9542
lunger,11,6,10,6,0.22,0.07,1.0792,0.8451
lunges,3,3,3,3,0.06,0.04,0.6021,0.6021
Lungfish,11,4,5,3,0.22,0.05,1.0792,0.6990
lunging,2,2,2,2,0.04,0.02,0.4771,0.4771
lungs,540,375,513,358,10.59,4.47,2.7332,2.5752
lunk,4,4,4,4,0.08,0.05,0.6990,0.6990
lunkhead,22,19,22,19,0.43,0.23,1.3617,1.3010
lunkheads,8,8,8,8,0.16,0.10,0.9542,0.9542
Lunt,8,6,0,0,0.16,0.07,0.9542,0.8451
Lupe,82,27,0,0,1.61,0.32,1.9191,1.4472
Lupin,7,3,1,1,0.14,0.04,0.9031,0.6021
lupine,2,2,2,2,0.04,0.02,0.4771,0.4771
Lupus,88,17,22,10,1.73,0.20,1.9494,1.2553
Lurch,43,29,21,18,0.84,0.35,1.6435,1.4771
lurched,3,3,3,3,0.06,0.04,0.6021,0.6021
lurches,2,2,1,1,0.04,0.02,0.4771,0.4771
lure,217,188,196,173,4.25,2.24,2.3385,2.2765
lured,74,72,73,71,1.45,0.86,1.8751,1.8633
lures,23,22,22,21,0.45,0.26,1.3802,1.3617
lurg,4,1,4,1,0.08,0.01,0.6990,0.3010
lurid,33,32,29,28,0.65,0.38,1.5315,1.5185
luring,22,21,19,18,0.43,0.25,1.3617,1.3424
lurk,21,19,18,17,0.41,0.23,1.3424,1.3010
lurked,2,2,2,2,0.04,0.02,0.4771,0.4771
lurker,3,1,3,1,0.06,0.01,0.6021,0.3010
Lurkers,3,2,1,1,0.06,0.02,0.6021,0.4771
lurking,112,101,106,97,2.20,1.20,2.0531,2.0086
lurks,30,28,30,28,0.59,0.33,1.4914,1.4624
luscious,65,57,51,46,1.27,0.68,1.8195,1.7634
lush,60,50,53,44,1.18,0.60,1.7853,1.7076
lushes,5,5,5,5,0.10,0.06,0.7782,0.7782
lushing,2,2,2,2,0.04,0.02,0.4771,0.4771
Lusk,5,3,0,0,0.10,0.04,0.7782,0.6021
lust,284,211,255,195,5.57,2.52,2.4548,2.3263
lusted,7,6,7,6,0.14,0.07,0.9031,0.8451
luster,16,15,16,15,0.31,0.18,1.2304,1.2041
lustful,20,17,18,16,0.39,0.20,1.3222,1.2553
lustily,2,2,2,2,0.04,0.02,0.4771,0.4771
lusting,27,21,26,20,0.53,0.25,1.4472,1.3424
lustre,7,7,6,6,0.14,0.08,0.9031,0.9031
lustrous,15,14,15,14,0.29,0.17,1.2041,1.1761
lusts,11,11,10,10,0.22,0.13,1.0792,1.0792
lusty,31,26,23,19,0.61,0.31,1.5051,1.4314
lut,2,2,1,1,0.04,0.02,0.4771,0.4771
lute,19,13,17,12,0.37,0.15,1.3010,1.1461
lutes,5,4,3,3,0.10,0.05,0.7782,0.6990
Luther,611,148,1,1,11.98,1.76,2.7868,2.1732
Lutheran,46,25,0,0,0.90,0.30,1.6721,1.4150
Lutherans,7,7,0,0,0.14,0.08,0.9031,0.9031
luv,29,22,25,19,0.57,0.26,1.4771,1.3617
Lux,13,11,3,3,0.25,0.13,1.1461,1.0792
luxe,9,4,9,4,0.18,0.05,1.0000,0.6990
Luxembourg,30,20,0,0,0.59,0.24,1.4914,1.3222
luxuriant,3,3,2,2,0.06,0.04,0.6021,0.6021
luxuriate,2,2,2,2,0.04,0.02,0.4771,0.4771
luxuriating,2,2,2,2,0.04,0.02,0.4771,0.4771
luxuries,25,24,25,24,0.49,0.29,1.4150,1.3979
luxurious,57,54,53,51,1.12,0.64,1.7634,1.7404
luxuriously,2,2,2,2,0.04,0.02,0.4771,0.4771
luxuriousness,2,2,2,2,0.04,0.02,0.4771,0.4771
luxury,307,272,298,267,6.02,3.24,2.4886,2.4362
Lv,295,178,2,2,5.78,2.12,2.4713,2.2529
Lx,13,8,5,3,0.25,0.10,1.1461,0.9542
ly,48,16,43,12,0.94,0.19,1.6902,1.2304
lyam,5,1,5,1,0.10,0.01,0.7782,0.3010
lycanthrope,4,3,3,3,0.08,0.04,0.6990,0.6021
Lyceum,5,3,0,0,0.10,0.04,0.7782,0.6021
Lychgate,2,1,0,0,0.04,0.01,0.4771,0.3010
lycopodium,3,3,2,2,0.06,0.04,0.6021,0.6021
lye,31,20,26,18,0.61,0.24,1.5051,1.3222
Lygus,2,1,0,0,0.04,0.01,0.4771,0.3010
lying,4472,2733,4319,2687,87.69,32.58,3.6506,3.4368
lymph,14,12,14,12,0.27,0.14,1.1761,1.1139
lymphadenopathy,3,3,2,2,0.06,0.04,0.6021,0.6021
lymphatic,14,9,14,9,0.27,0.11,1.1761,1.0000
lymphocyte,8,3,6,2,0.16,0.04,0.9542,0.6021
lymphocytes,2,2,2,2,0.04,0.02,0.4771,0.4771
lymphocytic,4,4,3,3,0.08,0.05,0.6990,0.6990
lymphoma,28,19,28,19,0.55,0.23,1.4624,1.3010
Lyn,17,7,2,1,0.33,0.08,1.2553,0.9031
Lynch,257,73,48,36,5.04,0.87,2.4116,1.8692
lynched,27,23,27,23,0.53,0.27,1.4472,1.3802
lynchers,2,2,2,2,0.04,0.02,0.4771,0.4771
lynches,2,2,2,2,0.04,0.02,0.4771,0.4771
lynching,47,26,41,25,0.92,0.31,1.6812,1.4314
lynchings,6,6,3,3,0.12,0.07,0.8451,0.8451
Lynchpin,5,1,0,0,0.10,0.01,0.7782,0.3010
Lynn,488,90,4,1,9.57,1.07,2.6893,1.9590
Lyon,26,19,0,0,0.51,0.23,1.4314,1.3010
lyonnaise,3,2,2,1,0.06,0.02,0.6021,0.4771
Lyra,2,2,0,0,0.04,0.02,0.4771,0.4771
lyre,4,4,4,4,0.08,0.05,0.6990,0.6990
lyric,56,32,51,31,1.10,0.38,1.7559,1.5185
lyrical,26,24,25,23,0.51,0.29,1.4314,1.3979
lyrically,5,4,5,4,0.10,0.05,0.7782,0.6990
lyricism,2,2,2,2,0.04,0.02,0.4771,0.4771
lyricist,9,3,9,3,0.18,0.04,1.0000,0.6021
lyrics,259,150,252,147,5.08,1.79,2.4150,2.1790
lyse,2,1,2,1,0.04,0.01,0.4771,0.3010
lysergic,3,3,2,2,0.06,0.04,0.6021,0.6021
lysine,4,1,4,1,0.08,0.01,0.6990,0.3010
lysis,2,1,1,1,0.04,0.01,0.4771,0.3010
Lysol,15,14,1,1,0.29,0.17,1.2041,1.1761
Lyssa,4,1,0,0,0.08,0.01,0.6990,0.3010
m,343245,8291,340779,8281,6730.29,98.84,5.5356,3.9187
ma,9476,2738,5136,1970,185.80,32.64,3.9767,3.4376
Maam,5,5,2,2,0.10,0.06,0.7782,0.7782
Mab,29,4,1,1,0.57,0.05,1.4771,0.6990
Mac,1440,370,112,60,28.24,4.41,3.1587,2.5694
macabre,19,19,17,17,0.37,0.23,1.3010,1.3010
macadamia,31,17,19,12,0.61,0.20,1.5051,1.2553
Macao,16,11,0,0,0.31,0.13,1.2304,1.0792
macaroni,166,100,153,92,3.25,1.19,2.2227,2.0043
macaronis,2,1,1,1,0.04,0.01,0.4771,0.3010
Macaroon,5,5,2,2,0.10,0.06,0.7782,0.7782
macaroons,22,14,17,13,0.43,0.17,1.3617,1.1761
Macartney,3,1,0,0,0.06,0.01,0.6021,0.3010
macaw,12,5,12,5,0.24,0.06,1.1139,0.7782
macaws,9,4,8,3,0.18,0.05,1.0000,0.6990
Macbeth,119,46,0,0,2.33,0.55,2.0792,1.6721
Maccabees,4,2,0,0,0.08,0.02,0.6990,0.4771
Mace,178,73,36,29,3.49,0.87,2.2529,1.8692
maced,10,8,6,6,0.20,0.10,1.0414,0.9542
Macedonia,13,7,0,0,0.25,0.08,1.1461,0.9031
Macedonian,12,5,0,0,0.24,0.06,1.1139,0.7782
Macer,9,4,0,0,0.18,0.05,1.0000,0.6990
macerated,4,2,3,2,0.08,0.02,0.6990,0.4771
maces,2,2,2,2,0.04,0.02,0.4771,0.4771
Macfarlane,114,4,0,0,2.24,0.05,2.0607,0.6990
Mach,95,25,7,7,1.86,0.30,1.9823,1.4150
machan,2,1,1,1,0.04,0.01,0.4771,0.3010
machete,53,28,27,21,1.04,0.33,1.7324,1.4624
machetes,8,8,8,8,0.16,0.10,0.9542,0.9542
Machiavellian,12,12,0,0,0.24,0.14,1.1139,1.1139
Machin,3,1,0,0,0.06,0.01,0.6021,0.3010
machina,9,9,9,9,0.18,0.11,1.0000,1.0000
machination,2,2,2,2,0.04,0.02,0.4771,0.4771
machinations,8,7,8,7,0.16,0.08,0.9542,0.9031
machine,3583,1880,3319,1822,70.25,22.41,3.5544,3.2744
machined,4,4,3,3,0.08,0.05,0.6990,0.6990
machinery,187,159,172,153,3.67,1.90,2.2742,2.2041
machines,707,457,679,443,13.86,5.45,2.8500,2.6609
Machinist,21,10,10,7,0.41,0.12,1.3424,1.0414
machinists,4,2,4,2,0.08,0.02,0.6990,0.4771
machismo,6,5,5,5,0.12,0.06,0.8451,0.7782
Machmeter,2,1,0,0,0.04,0.01,0.4771,0.3010
macho,191,146,150,132,3.75,1.74,2.2833,2.1673
Machree,5,2,0,0,0.10,0.02,0.7782,0.4771
Macintosh,35,11,1,1,0.69,0.13,1.5563,1.0792
Mack,363,124,28,21,7.12,1.48,2.5611,2.0969
mackerel,108,87,102,85,2.12,1.04,2.0374,1.9445
Mackinaw,16,5,0,0,0.31,0.06,1.2304,0.7782
Mackintosh,6,4,0,0,0.12,0.05,0.8451,0.6990
macrame,4,3,4,3,0.08,0.04,0.6990,0.6021
Macro,28,8,5,5,0.55,0.10,1.4624,0.9542
macrobiotic,4,4,4,4,0.08,0.05,0.6990,0.6990
macroscopic,11,6,11,6,0.22,0.07,1.0792,0.8451
Macs,7,7,0,0,0.14,0.08,0.9031,0.9031
macular,5,4,5,4,0.10,0.05,0.7782,0.6990
mad,5784,2965,5489,2879,113.41,35.35,3.7623,3.4722
Madagascar,47,30,0,0,0.92,0.36,1.6812,1.4914
madam,2244,674,1314,439,44.00,8.04,3.3512,2.8293
Madame,1591,394,470,153,31.20,4.70,3.2019,2.5966
madames,8,3,6,1,0.16,0.04,0.9542,0.6021
madcap,16,13,15,12,0.31,0.15,1.2304,1.1461
Madden,29,11,1,1,0.57,0.13,1.4771,1.0792
maddened,6,5,6,5,0.12,0.06,0.8451,0.7782
maddening,22,21,21,20,0.43,0.25,1.3617,1.3424
madder,44,41,43,40,0.86,0.49,1.6532,1.6232
maddest,5,5,5,5,0.10,0.06,0.7782,0.7782
Madding,3,2,1,1,0.06,0.02,0.6021,0.4771
made,28626,7442,27975,7409,561.29,88.72,4.4568,3.8717
Madeira,11,7,0,0,0.22,0.08,1.0792,0.9031
Madeleine,103,27,3,3,2.02,0.32,2.0170,1.4472
Madeline,311,55,0,0,6.10,0.66,2.4942,1.7482
Mademoiselle,417,127,189,77,8.18,1.51,2.6212,2.1072
Mademoiselles,4,4,1,1,0.08,0.05,0.6990,0.6990
Madge,88,17,0,0,1.73,0.20,1.9494,1.2553
madhouse,67,57,65,56,1.31,0.68,1.8325,1.7634
Madison,466,195,4,1,9.14,2.32,2.6693,2.2923
madly,155,130,151,128,3.04,1.55,2.1931,2.1173
madman,269,199,250,191,5.27,2.37,2.4314,2.3010
madmen,25,23,22,21,0.49,0.27,1.4150,1.3802
madness,431,337,377,309,8.45,4.02,2.6355,2.5289
Madonna,283,132,5,5,5.55,1.57,2.4533,2.1239
Madras,12,12,1,1,0.24,0.14,1.1139,1.1139
Madre,44,30,19,16,0.86,0.36,1.6532,1.4914
Madres,2,1,0,0,0.04,0.01,0.4771,0.3010
Madrid,133,72,0,0,2.61,0.86,2.1271,1.8633
madrigal,7,6,4,3,0.14,0.07,0.9031,0.8451
madwoman,19,19,19,19,0.37,0.23,1.3010,1.3010
Mae,407,73,1,1,7.98,0.87,2.6107,1.8692
maelstrom,5,5,5,5,0.10,0.06,0.7782,0.7782
maestra,3,3,2,2,0.06,0.04,0.6021,0.6021
Maestro,152,68,54,40,2.98,0.81,2.1847,1.8388
Maestros,2,2,0,0,0.04,0.02,0.4771,0.4771
Maffia,4,3,0,0,0.08,0.04,0.6990,0.6021
Mafia,238,150,53,44,4.67,1.79,2.3784,2.1790
Mafiosi,2,2,0,0,0.04,0.02,0.4771,0.4771
Mafioso,6,6,2,2,0.12,0.07,0.8451,0.8451
mag,78,58,45,37,1.53,0.69,1.8976,1.7709
magazine,1693,857,1498,786,33.20,10.22,3.2289,2.9335
magazines,523,413,507,402,10.25,4.92,2.7193,2.6170
Magdalen,2,2,0,0,0.04,0.02,0.4771,0.4771
Magdalene,32,16,0,0,0.63,0.19,1.5185,1.2304
Mage,15,5,1,1,0.29,0.06,1.2041,0.7782
Magellan,24,18,0,0,0.47,0.21,1.3979,1.2788
Magenta,32,16,13,10,0.63,0.19,1.5185,1.2304
Mages,12,1,0,0,0.24,0.01,1.1139,0.3010
Maggie,1372,206,10,2,26.90,2.46,3.1377,2.3160
maggiore,2,1,2,1,0.04,0.01,0.4771,0.3010
Maggle,35,5,0,0,0.69,0.06,1.5563,0.7782
maggot,81,65,75,60,1.59,0.77,1.9138,1.8195
maggots,106,77,97,73,2.08,0.92,2.0294,1.8921
maggoty,6,6,4,4,0.12,0.07,0.8451,0.8451
Magi,26,6,2,2,0.51,0.07,1.4314,0.8451
magic,2687,1223,2341,1117,52.69,14.58,3.4294,3.0878
magical,464,341,440,328,9.10,4.07,2.6675,2.5340
magically,85,73,82,71,1.67,0.87,1.9345,1.8692
magician,390,191,372,187,7.65,2.28,2.5922,2.2833
magicians,45,35,35,29,0.88,0.42,1.6628,1.5563
magics,15,12,12,10,0.29,0.14,1.2041,1.1139
magister,7,2,7,2,0.14,0.02,0.9031,0.4771
magistrate,70,42,58,36,1.37,0.50,1.8513,1.6335
magistrates,5,4,5,4,0.10,0.05,0.7782,0.6990
magistrature,2,2,2,2,0.04,0.02,0.4771,0.4771
magma,18,12,16,12,0.35,0.14,1.2788,1.1139
Magna,31,26,11,11,0.61,0.31,1.5051,1.4314
magnanimity,2,2,2,2,0.04,0.02,0.4771,0.4771
magnanimous,13,12,13,12,0.25,0.14,1.1461,1.1139
magnate,12,11,10,10,0.24,0.13,1.1139,1.0792
magnates,2,1,2,1,0.04,0.01,0.4771,0.3010
magnesia,13,12,10,9,0.25,0.14,1.1461,1.1139
magnesium,46,34,37,29,0.90,0.41,1.6721,1.5441
magnet,140,94,125,87,2.75,1.12,2.1492,1.9777
magnetic,215,152,185,142,4.22,1.81,2.3345,2.1847
magnetically,4,4,4,4,0.08,0.05,0.6990,0.6990
magnetics,2,2,1,1,0.04,0.02,0.4771,0.4771
magnetised,5,5,5,5,0.10,0.06,0.7782,0.7782
magnetism,49,38,45,38,0.96,0.45,1.6990,1.5911
Magnetize,3,2,1,1,0.06,0.02,0.6021,0.4771
magnetized,5,5,5,5,0.10,0.06,0.7782,0.7782
Magneto,54,9,6,4,1.06,0.11,1.7404,1.0000
magnetometer,5,4,4,3,0.10,0.05,0.7782,0.6990
Magnetos,2,1,0,0,0.04,0.01,0.4771,0.3010
magnets,46,38,43,36,0.90,0.45,1.6721,1.5911
Magnific,4,3,1,1,0.08,0.04,0.6990,0.6021
magnification,27,25,24,22,0.53,0.30,1.4472,1.4150
magnificence,33,19,18,17,0.65,0.23,1.5315,1.3010
magnificent,674,517,534,438,13.22,6.16,2.8293,2.7143
magnificently,28,27,28,27,0.55,0.32,1.4624,1.4472
Magnifico,17,10,4,3,0.33,0.12,1.2553,1.0414
magnified,17,17,16,16,0.33,0.20,1.2553,1.2553
magnifier,3,3,3,3,0.06,0.04,0.6021,0.6021
magnifies,4,4,4,4,0.08,0.05,0.6990,0.6990
magnifique,27,20,14,10,0.53,0.24,1.4472,1.3222
magnify,30,22,20,15,0.59,0.26,1.4914,1.3617
magnifying,49,44,47,43,0.96,0.52,1.6990,1.6532
magnitude,73,67,72,66,1.43,0.80,1.8692,1.8325
Magnolia,36,24,14,10,0.71,0.29,1.5682,1.3979
Magnolias,13,10,5,4,0.25,0.12,1.1461,1.0414
Magnum,613,86,26,20,12.02,1.03,2.7882,1.9395
magnums,6,6,3,3,0.12,0.07,0.8451,0.8451
Magots,2,2,0,0,0.04,0.02,0.4771,0.4771
Magpie,24,12,10,8,0.47,0.14,1.3979,1.1139
magpies,2,2,2,2,0.04,0.02,0.4771,0.4771
Mags,57,26,20,18,1.12,0.31,1.7634,1.4314
Magus,6,3,1,1,0.12,0.04,0.8451,0.6021
Magyar,6,4,0,0,0.12,0.05,0.8451,0.6990
Magyars,2,2,0,0,0.04,0.02,0.4771,0.4771
Maha,2,2,0,0,0.04,0.02,0.4771,0.4771
Mahal,49,36,0,0,0.96,0.43,1.6990,1.5682
maharaja,9,3,5,2,0.18,0.04,1.0000,0.6021
Maharajah,14,8,3,2,0.27,0.10,1.1761,0.9542
maharajas,2,2,1,1,0.04,0.02,0.4771,0.4771
Maharishi,5,5,1,1,0.10,0.06,0.7782,0.7782
Mahatma,16,15,0,0,0.31,0.18,1.2304,1.2041
Mahdi,2,1,0,0,0.04,0.01,0.4771,0.3010
mahjong,89,43,79,38,1.75,0.51,1.9542,1.6435
mahogany,38,35,35,33,0.75,0.42,1.5911,1.5563
Mahone,2,2,0,0,0.04,0.02,0.4771,0.4771
maid,1164,614,1082,580,22.82,7.32,3.0663,2.7889
maiden,282,209,241,187,5.53,2.49,2.4518,2.3222
maidenhead,10,7,7,5,0.20,0.08,1.0414,0.9031
maidenhood,6,4,6,4,0.12,0.05,0.8451,0.6990
maidens,27,23,26,22,0.53,0.27,1.4472,1.3802
maids,141,108,129,100,2.76,1.29,2.1523,2.0374
maidservant,6,5,6,5,0.12,0.06,0.8451,0.7782
mail,1879,1110,1718,1061,36.84,13.23,3.2742,3.0457
mailbag,5,4,5,4,0.10,0.05,0.7782,0.6990
mailbox,212,158,211,157,4.16,1.88,2.3284,2.2014
mailboxes,31,27,30,26,0.61,0.32,1.5051,1.4472
mailed,106,93,103,91,2.08,1.11,2.0294,1.9731
Mailer,33,15,0,0,0.65,0.18,1.5315,1.2041
mailers,8,6,8,6,0.16,0.07,0.9542,0.8451
mailing,67,58,63,54,1.31,0.69,1.8325,1.7709
mailings,4,3,3,2,0.08,0.04,0.6990,0.6021
mailman,147,107,128,94,2.88,1.28,2.1703,2.0334
mailmen,10,8,9,7,0.20,0.10,1.0414,0.9542
mails,21,19,21,19,0.41,0.23,1.3424,1.3010
mailwoman,2,2,2,2,0.04,0.02,0.4771,0.4771
